id,value,emotion
Biltmore Investors Bank NA,0.1,gioia
Wayzata Opportunities Fund II LP,0.1,gioia
AIG Real Estate Investment & Management Co,0.1,gioia
Export-Import Bank of Japan,0.1,gioia
Commonwealth Financial Corp,0.1,gioia
Mellon Financial Co,0.1,gioia
Comerica Bank & Trust,0.1,gioia
American Express Co,0.1,gioia
STI Credit Corp,0.1,gioia
Banco Comercial de Mayaguez,0.1,gioia
Wachovia Investment Holdings LLC,0.1,gioia
Leucadia Financial Corp,0.1,gioia
Banco de Ponce,0.1,gioia
Nippon Credit International Hongkong,0.1,gioia
Marathon Structured Finance Fund Ltd,0.1,gioia
Sao Paolo IMI,0.1,gioia
CDC Equity Capital,0.1,gioia
SMA Life Assurance Co,0.0997,gioia
Henry Ansbacher & Co,0.0995,gioia
Barclays Bank Plc Hong Kong Branch,0.0994,gioia
Seaway National Bank,0.0994,gioia
KZH Soleil-2 LLC,0.099,gioia
Consolidated Insurance Co,0.099,gioia
Alliance & Leicester Commercial Bank,0.099,gioia
Travelers Insurance Co,0.0986,gioia
Sumitomo Finance Asia,0.0985,gioia
BancorpSouth,0.098,gioia
Unum Life Insurance Co of America,0.098,gioia
Norwest Bank Arizona,0.0978,gioia
First National Bank of Ohio,0.097,gioia
Whitehall Business Credit Corp,0.097,gioia
Prospect Street Portfolio LP,0.097,gioia
National Home Life Assurance Co,0.097,gioia
Northwest Airlines Corp,0.0967,gioia
Nippon Life Insurance Co,0.0965,gioia
People's United Bank,0.0964,gioia
SunTrust Robinson Humphrey,0.0963,gioia
Nationwide Mutual Insurance Co,0.096,gioia
Genossenschaftliche Zentralbank AG,0.0953,gioia
Overseas Chinese Bank,0.095,gioia
Ohio Savings Bank,0.095,gioia
UFJ Holdings Inc,0.095,gioia
SE Banken,0.095,gioia
Bankers Security Life Insurance Society,0.0949,gioia
Bayerische Hypo-und Vereinsbank AG [ex-Hypobank],0.0948,gioia
ABN AMRO Bank NV,0.0947,gioia
Nippon Credit Bank Los Angeles,0.0945,gioia
Transamerica Occidental Life Insurance Co,0.0941,gioia
First Union Investors,0.094,gioia
Centerre Bank,0.0938,gioia
Galaxy CLO,0.0937,gioia
DLJ Bridge Finance,0.0937,gioia
Thoroughbred LP,0.0937,gioia
Oak Brook Bank,0.0936,gioia
Bank One Illinois NA,0.0933,gioia
First Commercial Bank Singapore,0.0931,gioia
Nisshin International Finance (Netherlands) BV,0.093,gioia
Hanover Finance Corp,0.093,gioia
Bank Austria AG,0.0928,gioia
Metropolitan Property & Casualty Insurance Co,0.0927,gioia
Pimco Advisors,0.0927,gioia
Prudential Banking Plc,0.0925,gioia
Bear Stearns Bank Plc,0.0924,gioia
Field Point III Ltd,0.0922,gioia
GMAC Bank,0.092,gioia
Citicorp Capital Investors Ltd,0.092,gioia
Fortis Bank Nederland (Holding) NV [ex-Fortis Bank (Nederland) NV],0.092,gioia
Yasuda Trust & Finance,0.0918,gioia
Cerberus Partners,0.0917,gioia
Yorkshire Bank Plc,0.0915,gioia
KEB International Ltd,0.0915,gioia
Hongkong Bank of Canada,0.0915,gioia
First Penn-Pacific Life Insurance Co,0.0914,gioia
Bank of America Asia,0.0914,gioia
Nova Northwest,0.0909,gioia
Van Kampen Senior Income Trust,0.0908,gioia
First International Bank,0.0905,gioia
Fifth Third Bank of Columbus,0.0905,gioia
Bank of Yokohama,0.0904,gioia
TCF National Bank Minnesota,0.09,gioia
KCC Funding Inc,0.09,gioia
Belmont Capital Ptnrs,0.09,gioia
Ableco Finance/Dymas Capital,0.09,gioia
Bank of Tokyo New York,0.09,gioia
NationsBridge LLC,0.09,gioia
Yasuda Trust Asia Pacific,0.09,gioia
Perry Principals LLC,0.09,gioia
Fuji Bank BIBF,0.09,gioia
ORIX Leveraged Finance [fka Orix Business Credit],0.09,gioia
Wing Lung Bank,0.09,gioia
NTFC Capital Corp,0.09,gioia
Sterling Savings Bank,0.0897,gioia
Nesbitt Burns,0.0895,gioia
Yamaichi International Hongkong,0.0892,gioia
International Life Investors Insurance Co,0.0892,gioia
American Savings Bank,0.089,gioia
Credit Industrial et Commercial,0.0887,gioia
CIT Bank Ltd,0.0887,gioia
Bank Brussels Lambert New York,0.0886,gioia
Taipeibank New York,0.0886,gioia
Swiss Re Financial Products Corp,0.0885,gioia
Sky Bank,0.0882,gioia
Reliastar United Services Life Insurance Co,0.0881,gioia
Norwest Bank New Mexico,0.088,gioia
Peoples National Bank Seattle,0.088,gioia
Grant Street National Bank,0.0879,gioia
Bank IV Kansas,0.0879,gioia
Hees International Bancorp,0.0875,gioia
Merrill Lynch Australia,0.0875,gioia
North Fork Bancorporation,0.0872,gioia
Security Pacific Merchant Bank,0.0872,gioia
First National Bank of Kansas,0.087,gioia
Norinchukin Bank (New York Branch),0.0869,gioia
Hanil Bank,0.0868,gioia
Dai-Ichi Kangyo Bank (Canada),0.0868,gioia
LBBW Bank Ireland Plc,0.0867,gioia
Federal Deposit Insurance Corp,0.0865,gioia
Bank of Nova Scotia New York,0.0864,gioia
Field Point IV Ltd,0.0863,gioia
Bank of America Business Capital,0.0862,gioia
Cathay Bank,0.0862,gioia
Caisse des Depots et Consignations,0.0861,gioia
State Bank of Victoria,0.0861,gioia
Argentaria Banco de Negocios SA,0.086,gioia
Coast Commercial Bank,0.086,gioia
TCW Crescent Mezzanine LLC,0.0857,gioia
Huntington Bancshares,0.0855,gioia
United Overseas Bank New York,0.0855,gioia
Bank of Delaware,0.0854,gioia
Commercial Bank of Korea,0.0854,gioia
Bankia [ex-Caja de Ahorros y Monte de Piedad de Madrid],0.0853,gioia
Bull Run Corp,0.085,gioia
Bank Winter & Co AG,0.085,gioia
Security Bank of Kansas City,0.085,gioia
State Street Bank & Trust Co of Connecticut NA,0.085,gioia
First Jersey National Bank,0.0846,gioia
Guardian Life Insurance Co,0.0846,gioia
McDonald & Co Investments,0.0843,gioia
Asean Finance Corp Ltd [AFC Merchant Bank],0.084,gioia
Banco Santander (Brasil) SA,0.0839,gioia
KZH-Cypresstree-1 Corp,0.0834,gioia
Chohung Bank,0.0831,gioia
DVB Bank AG,0.083,gioia
TRS Thebe,0.0825,gioia
American Bankers Insurance Group,0.0825,gioia
Employees Retirement System of Alabama,0.0825,gioia
Firstar Bank of Iowa,0.0825,gioia
First National Bank of Arizona,0.0825,gioia
Farm Credit Services of Minnesota Valley PCA,0.082,gioia
Laminar Direct Capital,0.082,gioia
FCB Texas,0.082,gioia
Philadelphia Savings Fund Society,0.0816,gioia
Guarantee Mutual Life Co,0.0815,gioia
American Life & Casualty Insurance Co,0.0814,gioia
BNP Paribas (Canada),0.081,gioia
La Salle National Bank,0.081,gioia
Equibank,0.081,gioia
Stark Event Trading Ltd,0.0801,gioia
Shinsei Bank Ltd,0.08,gioia
Plains Capital Bank,0.08,gioia
Quantum North America Realty Fund Ltd,0.08,gioia
First Virginia Bank,0.08,gioia
Trans Financial Bancorp,0.08,gioia
Bank Negara Indonesia,0.08,gioia
Standard Chartered Bank HK,0.08,gioia
Allegiance Insurance Co,0.0796,gioia
Travelers Indemnity Co,0.0796,gioia
Eastern Bank,0.0795,gioia
OCM Principal Opportunities Fund II LP,0.0789,gioia
Foothill Income Trust II LP,0.0788,gioia
Marine Midland Business Loans,0.0788,gioia
CoreStates Enterprise Fund,0.0781,gioia
Valley National Bank (Arizona),0.0781,gioia
Royal Bank of Canada Europe Ltd,0.078,gioia
Bank of Scotland International Ltd,0.078,gioia
Hanover Bank of Pennsylvania,0.0777,gioia
Banco Popular de Puerto Rico New York,0.0775,gioia
International Westminster PLC,0.0775,gioia
Bear Stearns Investment Products Inc,0.0774,gioia
Asahi Finance Hongkong,0.0771,gioia
City National Bank Beverly Hills,0.0771,gioia
First Union Bank of Georgia,0.0771,gioia
Caisse Centrale Desjardins,0.077,gioia
Meespierson Capital Corp,0.0768,gioia
Newcourt Capital,0.0768,gioia
Manufacturing & Traders Trust Co,0.0765,gioia
Industrial Bank of Japan (Canada),0.0763,gioia
Fortress Credit Opportunities I LP,0.076,gioia
AGChoice Farm,0.076,gioia
Nordfinanz-Bank Zurich,0.076,gioia
First Tenessee Bank,0.0756,gioia
DVB Bank NV [Ex-Nedship Bank NV],0.0754,gioia
Berliner Bank AG,0.0752,gioia
Credit European SA [US],0.075,gioia
ICBC Shanghai,0.075,gioia
SEB AG,0.075,gioia
Merita Bank PLC,0.075,gioia
ICICI Bank,0.075,gioia
West Coast Bank,0.075,gioia
First Commercial Bank Los Angeles,0.075,gioia
Deutsche Bank Alex Brown Inc,0.075,gioia
Arco Credit Corp,0.075,gioia
Banco Inbursa,0.075,gioia
ScotiaBank of Puerto Rico,0.075,gioia
Retirement Systems of Alabama Holdings LLC,0.075,gioia
Farmers Savings Bank,0.075,gioia
Goldman Sachs Mtg Co,0.075,gioia
Toyo Trust Asia,0.075,gioia
Fortis Inc,0.075,gioia
State Street Associates,0.075,gioia
Portigon AG [ex-WestLB AG London],0.075,gioia
Prudential Interfunding Corp,0.075,gioia
Bankia [ex-Caja de Ahorros y Monte de Piedad],0.075,gioia
Sumitomo Trust Finance Hongkong,0.075,gioia
Hannover Funding Co,0.075,gioia
Mitsui Trust Finance (Hong Kong) Ltd,0.075,gioia
Alberta Treasury Branches,0.075,gioia
American Federal Bank of Dallas,0.075,gioia
Toyota Motor Corp,0.075,gioia
Banque Nationale de Paris (Canada),0.0749,gioia
KZH-Soleil 2,0.0749,gioia
KZH IV Corp,0.0747,gioia
Fidelity Bankers Life Insurance,0.0746,gioia
Fleet Business Credit Corp,0.0745,gioia
First National Bank Omaha,0.0744,gioia
Bank One Colorado NA,0.0743,gioia
HBOS Treasury Services Plc,0.074,gioia
Prencen Lending LLC,0.074,gioia
BancAmerica Robertson Stephens,0.074,gioia
Bank of Austria,0.074,gioia
First Bank Milwaukee,0.0736,gioia
KZH Riverside LLC,0.0734,gioia
RIMCO Partners LP,0.0733,gioia
IBJ Schroder Business Credit Corp,0.0733,gioia
Imperial Savings Association,0.073,gioia
Bangkok Bank Plc,0.073,gioia
Liberty National Bank & Trust Co of Louisville,0.073,gioia
Allied Life Insurance Co,0.0729,gioia
Korea Development Bank,0.0729,gioia
Lambert Brussels Financial Corp,0.0728,gioia
Farwest Savings & Loan,0.0727,gioia
Nationwide Life & Annuity Insurance Co,0.0727,gioia
Archimedes Funding LLC,0.0725,gioia
Fortis Bank SA [ex-ASLK-CGER Bank],0.0724,gioia
Dymas Capital,0.0724,gioia
Chemical Securities Asia,0.0723,gioia
NBD Grand Rapids,0.072,gioia
American Motorists Insurance Co,0.072,gioia
State Farm Life Insurance Co,0.072,gioia
Churchill Financial LLC,0.072,gioia
BNL Bank,0.0717,gioia
AIG Annuity Life Insurance Co,0.0717,gioia
Seafirst Corp,0.0717,gioia
KGI Securities One,0.0716,gioia
Merrill Lynch Debt Strategies Portfolio,0.0714,gioia
KZH ING-2 LLC,0.0713,gioia
Union National Bank of Pittsburgh,0.0713,gioia
IberiaBank,0.071,gioia
Society National Bank Indiana,0.0709,gioia
Aeries Finance Ltd,0.0709,gioia
IKB Deutsche Industrie Bank AG,0.0707,gioia
Halifax Corp,0.0707,gioia
GlenFed Capital Corp,0.0706,gioia
Morgan Grenfell Group Plc,0.0706,gioia
OCBC Bank,0.0705,gioia
First Citizens Bank & Trust,0.0705,gioia
Grindlays Bank Plc,0.0703,gioia
Wheat First Securities,0.0701,gioia
Banca di Roma New York,0.07,gioia
Knights of Columbus,0.07,gioia
Nordea Bank Danmark AS,0.07,gioia
Park National Bank,0.07,gioia
United Bank of Carolina,0.07,gioia
BNS International Bank,0.07,gioia
Custodial Trust Co,0.07,gioia
Overton Park National Bank,0.07,gioia
Keybanc Capital Markets,0.07,gioia
Banque Worms SA,0.0698,gioia
Standard Chartered Asia,0.0693,gioia
TCW Asset Management Co,0.0692,gioia
International Transport Finance,0.069,gioia
Associated Capital LP,0.069,gioia
National Bank of South Carolina,0.0688,gioia
State Employees' Health Insurance Fund,0.0688,gioia
Deeprock & Co,0.0687,gioia
Prudential Home Mortgage Co,0.0686,gioia
CoreStates Bank NA,0.0685,gioia
Banamex,0.0684,gioia
Credit Industriel et Commercial Finance SA,0.068,gioia
Western National Bank,0.0679,gioia
American National Bank & Trust Co,0.0679,gioia
BW Bank Ireland Plc [Dublin],0.0677,gioia
Deutsche Hypothekenbank,0.0675,gioia
BOT Financial Corp,0.0674,gioia
Arab Bank Plc,0.0674,gioia
Agcountry Farm Credit Services FLCA,0.0673,gioia
Equitable Life Insurance Co,0.0673,gioia
CIT Business Credit Canada Inc,0.067,gioia
William Street LLC,0.0667,gioia
UniCredit Bank ZAO [Ex-International Moscow Bank ZAO],0.0667,gioia
Branch Banking & Trust Co of South Carolina,0.0663,gioia
Sabadell Multibanca,0.0662,gioia
Hoare Govett Ltd,0.066,gioia
FCS Financial PCA,0.066,gioia
Old Stone Bank,0.0655,gioia
Satellite Senior Income Fund LLC,0.0655,gioia
Eaton Vance Management,0.0652,gioia
AP Funding LP,0.065,gioia
Nedship International Inc,0.065,gioia
AmeriServe Finance Trust,0.065,gioia
UAL Investors LLC,0.065,gioia
LF Rothschild & Co Inc,0.065,gioia
BankAtlantic Bancorp,0.065,gioia
First Farm Credit,0.065,gioia
Banca Popolare di Milano SCaRL,0.065,gioia
Banca di Roma International,0.065,gioia
Life Investors Insurance Co of America,0.0644,gioia
BAII Banking Corp,0.0643,gioia
American Savings & Loan Assoc of Florida,0.0643,gioia
Western Bank,0.0643,gioia
Citibank Texas NA,0.0642,gioia
Pacific Asset Group,0.064,gioia
GE Capital Credit Corp,0.0637,gioia
Safeco Life Insurance Co,0.0635,gioia
Morgan Stanley Asia,0.0635,gioia
Sea Pines Funding LLC,0.0631,gioia
HSBC Realty Credit Corp,0.0628,gioia
TransAmerica Finance Corp,0.0625,gioia
RBC DS Global Markets,0.0625,gioia
BBU Mezanine Fund,0.0625,gioia
FMB-Arcadia Bank,0.0625,gioia
CitiCapital Commercial Corp,0.0625,gioia
Ascension Loan Vehicle,0.0624,gioia
Dresdner Bank (Canada),0.0623,gioia
Jupiter Partners,0.0621,gioia
FB Commercial Finance,0.062,gioia
Dresdner Bank AG Hamburg,0.0619,gioia
JP Morgan Chase Bank NA Toronto,0.0619,gioia
Bacob Savings Bank SC,0.0619,gioia
American Capital Fidelity Corp,0.0617,gioia
Chase Manhattan Bank NA,0.0617,gioia
AIG International Inc,0.0614,gioia
Farm Credit Services of Missouri PCA,0.0612,gioia
Columbus Bank & Trust Co,0.0611,gioia
Wasserstein Perella & Co,0.061,gioia
General Electric Capital Canada,0.0609,gioia
Union Bank of Switzerland (Canada),0.0609,gioia
Southern Pacific Bank,0.0608,gioia
Emigrant Bank,0.0608,gioia
LB Kiel-West LB Group,0.0607,gioia
San Diego National Bank,0.0606,gioia
Ag First,0.0602,gioia
General Electric Mortgage Securities Corp,0.06,gioia
AIG-FP Capital Preservation Corp,0.06,gioia
General Electric Investment Corp,0.06,gioia
Sunburst Bank,0.06,gioia
DBS Bank BIBF,0.06,gioia
JPM Co,0.06,gioia
Bank Midwest Minnesota Iowa NA,0.06,gioia
BNP Paribas Geneva,0.06,gioia
Wells Fargo Energy Capital Inc,0.06,gioia
DekaBank,0.06,gioia
Greenstone Capital,0.06,gioia
Banknorth,0.06,gioia
Modern Woodmen of America,0.0598,gioia
Banco di Sicilia SpA,0.0597,gioia
Mark Twain Bank,0.0597,gioia
EDC (US),0.0596,gioia
Oppenheimer & Co Inc,0.0593,gioia
Citigroup Financial Products,0.0592,gioia
National Bank of Arizona,0.059,gioia
Hwa Nan Commercial Bank,0.059,gioia
Commercial Loan Funding,0.059,gioia
National Consumer Cooperative Bank,0.059,gioia
Bankers Trust Co Des Moines,0.059,gioia
Siemens Credit Corp,0.059,gioia
Bankers Trust/BT Bank of Canada,0.0585,gioia
TransAmerica Commercial Finance Corp,0.0581,gioia
Union Central Life Insurance Co,0.0581,gioia
Dime Commercial Corp,0.058,gioia
Regiment Capital Ltd,0.058,gioia
Quadrangle Master Funding Ltd,0.0579,gioia
MassMutual Life Insurance,0.0577,gioia
Farm Credit Corp,0.0575,gioia
United Pacific Life Insurance,0.0572,gioia
Banc One Ohio Corp,0.0571,gioia
Central Fidelity Bank,0.0571,gioia
Travelers Corp,0.057,gioia
GUBO GUBBO,0.057,gioia
Standard Bank Plc [Ex-Standard Bank London Ltd],0.057,gioia
PPM Spyglass Funding Trust,0.0569,gioia
Bremer Bank NA,0.0567,gioia
Citibank Taipei,0.0566,gioia
Gunma Bank Ltd,0.0565,gioia
Commerz East Asia,0.0563,gioia
Banca Nazionale del Lavoro International,0.0563,gioia
Lloyds TSB Bank Capital Markets,0.0562,gioia
Floating Rate Portfolio,0.0561,gioia
Republic Bank,0.056,gioia
GBFC Inc,0.0558,gioia
Warburg Pincus & Co,0.0558,gioia
North American Co for Life & Health Insurance of NY,0.0558,gioia
Bank One - Green Bay,0.0557,gioia
Franklin Custodian Funds - Income Series,0.0554,gioia
Landsbanki Islands hf [National Bank of Iceland Ltd],0.0552,gioia
Bank Sinopec,0.0552,gioia
American AgCredit ACA,0.055,gioia
Landesbank Kiel,0.055,gioia
Texas State Bank,0.055,gioia
Deferred Compensation Plan,0.055,gioia
Wells Fargo Retail Finance II LLC,0.055,gioia
Redwood Capital Co LLC,0.055,gioia
Kimco Funding LLC,0.055,gioia
Orpheus Funding LLC,0.055,gioia
TD Commerce,0.055,gioia
Banca di Roma Chicago Branch,0.055,gioia
Citigroup North America Inc,0.055,gioia
Oregon Bank,0.0549,gioia
ML-Lee Acquisition Fund II LP,0.0549,gioia
Nedship Bank NV [Ex-Nederlandse Scheepshypotheekbank NV],0.0548,gioia
KZH Waterside LLC,0.0544,gioia
Sankaty High Yield Asset Partners LP,0.0542,gioia
Nikko Securities Asia,0.0541,gioia
Banque Sudameris SA,0.054,gioia
First Valley Bank,0.054,gioia
Merrill Lynch Mortgage Capital Inc,0.054,gioia
KfW IPEX-Bank GmbH,0.054,gioia
Indosuez Capital Funding II Ltd,0.0537,gioia
Banco Comercial Portugues SA [BCP],0.0537,gioia
Franklin Bank NA,0.0536,gioia
AC Finance LLC,0.0535,gioia
First Maryland Bancorp,0.0535,gioia
Winged Foot Funding Trust,0.0534,gioia
Carteret Savings Bank,0.0533,gioia
Chemical Bank Delaware,0.0532,gioia
Debt Strategies Fund II,0.053,gioia
Stanfield Capital Partners,0.053,gioia
Hartford Life Insurance Co,0.053,gioia
SEB Merchant Banking AB,0.053,gioia
Farmers Insurance Exchange,0.053,gioia
Banca Popolare Commercio e Industria,0.0529,gioia
Farm Bureau Life Insurance Co,0.0527,gioia
GE Capital Finance Ltd,0.0527,gioia
ABQ Bank Federal Savings Bank,0.0526,gioia
Balanced High-Yield Fund II Ltd,0.0525,gioia
Travelers Realty Investment Co,0.0525,gioia
Banco Popular Inc,0.0525,gioia
Ares Capital Corp,0.0518,gioia
Grayson & Co,0.0517,gioia
Healthcare Finance Group Inc,0.051,gioia
Newcourt Commercial Finance Coporation,0.0507,gioia
Swiss Bank Corp Canada,0.0506,gioia
Wisconsin Health Care Liability Insurance Plan,0.0506,gioia
Fuji Bank of Canada,0.0506,gioia
AIB Debt Management,0.0505,gioia
National Cooperative Bank,0.0504,gioia
UniCredit Banca d'Impresa SpA [UBI],0.0503,gioia
PNC Capital Corp,0.0503,gioia
Overseas Union Bank Ltd,0.0503,gioia
Banco Itau SA,0.0501,gioia
Deutsche Postbank Luxembourg Branch,0.0501,gioia
Scotiabank Ireland,0.05,gioia
Handelsbanken Capital Markets,0.05,gioia
WestLB AG [Toronto],0.05,gioia
Banco de Brazil,0.05,gioia
Amalgamated Bank,0.05,gioia
Landesbank Hessen-Thuringen GZ [Frankfurt],0.05,gioia
New Bank of New England,0.05,gioia
Nomura International,0.05,gioia
Sumitomo Corp,0.05,gioia
CIBC Wood Gundy Securities,0.05,gioia
Industrial & Commercial Bank of China (Hong Kong),0.05,gioia
Baxter Capital Corp,0.05,gioia
Sakura Bank New York,0.05,gioia
Orient Leasing USA Corp,0.05,gioia
Chrysler Credit Corp,0.05,gioia
Altair Funding Corp,0.05,gioia
Bank of Taiwan Singapore,0.05,gioia
Kohlberg Kravis Roberts & Co [KKR],0.05,gioia
Block Financial Corp,0.05,gioia
King Street Capital LP,0.05,gioia
BNY Financial Corp (Canada),0.05,gioia
First Bank Montana NA,0.05,gioia
Aeon (USA) Inc,0.05,gioia
Fleet Robertson,0.05,gioia
Eiffel Funding LLC,0.05,gioia
Bradesco,0.05,gioia
Bank Leumi (UK) Plc,0.05,gioia
Bayerische Landesbank GZ Singapore,0.05,gioia
Danske Bank Polska SA,0.05,gioia
HSH Nordbank New York Branch,0.05,gioia
Credit Agricole Indosuez New York,0.05,gioia
ING Group,0.05,gioia
First Chicago Canada,0.05,gioia
Unicredit Bank AG New York Branch,0.05,gioia
Key Bank of Alaska,0.0499,gioia
A3 Funding LP,0.0498,gioia
DK Acquisition Partners,0.0497,gioia
Dollar Bank,0.0497,gioia
Farallon Energy Lending LLC,0.0494,gioia
Taipei Fubon Commercial Bank [ex-Taipeibank],0.0494,gioia
First Financial Bank,0.0494,gioia
MassMutual Corporate Investors,0.0492,gioia
Postipankki Ltd,0.0491,gioia
Morgan Stanley Prime Income-Trust,0.0486,gioia
Bank of China Tokyo,0.0484,gioia
GE Antares Capital,0.0483,gioia
CIT Capital Services,0.0483,gioia
KZH Holding Corp II,0.0483,gioia
Tandem Insurance Group,0.0483,gioia
Sanpaolo IMI SpA [US],0.048,gioia
Pacific Northwest Bank,0.048,gioia
